"","...1","Ungulate Latin Name","Avg species weight (kg)","Avg species shoulder height (cm)","Ruminant/non-ruminant","Researcher","Ungulate Family","Ungulate Common Name","Binned season","Year started","Year ended","Plant Reported Family","Plant Reported Name","% Contribution to Diet","Data type","Binned units","Binned method","Total sample size","Binned total sample size units","Latitude 1","Longitude 1","Latitude 2","Longitude 2","Reported Study Site Location","Country","Biome","Citation (abrv)","Latitude 1 Decimal","Longitude 1 Decimal","Latitude 2 Decimal","Longitude 2 Decimal","Latitude_Average","Longitude_Average","point_type"
"430",22652,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","summer","2012","2013",NA,"Unidentified","19.39","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"431",22653,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013","Graminae","Eulaliopsis binata","2.5","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"432",22654,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013","Graminae","Imperata cylindrica","2.5","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"433",22655,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013","Graminae","Digitaria sps",NA,"proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"434",22656,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013","Graminae","Themeda triandra",NA,"proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"435",22657,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013","Graminae","Paspalum distichum",NA,"proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"436",22658,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013","Graminae","Cynodon dactylon","0.33","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"437",22659,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013","Graminae","Hemarthria compressa",NA,"proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"438",22660,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013","Asteraceae","Blumeopsis flava","1.5","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"439",22661,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013","Asteraceae","Ageratum conyzoides",NA,"proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"440",22662,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013","Leguminoseae","Desmodium sps",NA,"proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"441",22663,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013","Compositae","Blumea virens","4.33","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"442",22664,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013","Acanthaceae","Justicia sps","1","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"443",22665,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013",NA,"unknown forbs","4.33","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"444",22666,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013","Graminae","Thysanolaena maxima",NA,"proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"445",22667,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013","Liliaceae","Asparagus racemosus",NA,"proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"446",22668,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013","Acanthaceae","Justicia simplex",NA,"proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"447",22669,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013","Acanthaceae","Barleria cristata","4.83","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"448",22670,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013","Acanthaceae","Phlogacanthus sps",NA,"proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"449",22671,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013","Verbenaceae","Clerodendrum viscosum","0.33","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"450",22672,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013","Verbenaceae","Clerodendrum sps","9.17","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"451",22673,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013","Amaranthaceae","Achyranthes sps","0.67","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"452",22674,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013","Rubiaceae","Anthocephalus chinensis","3.83","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"453",22675,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013","Euphorbiaceae","Phyllanthus emblica","1.5","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"454",22676,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013","Oleaceae","Nyctanthes arbor-tristis","2.17","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"455",22677,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013","Labiatae","Pogostemon benghalensis",NA,"proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"456",22678,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013","Compositae","Artemisia indica","5.5","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"457",22679,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013",NA,"Unknown shrub 3","0.83","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"458",22680,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013",NA,"Unknown shrub 4","4","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"459",22681,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013","Apocynaceae","Trachelospermum lucidum","7.67","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"460",22682,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013",NA,"unknown climber","2","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"461",22683,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013","Graminae","Bambusa vulgaris",NA,"proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
"462",22684,"Tetracerus quadricornis","20","60","Ruminant","kyra_n","Bovinae","Four-horned antelope or chousingha","winter","2012","2013","Euphorbiaceae","Mallotus philippensis","0.33","proportion","percent composition in diet","fecal microhistology","100","individual fecal pellets","28015’","28040’N","81015'","81040’E","Bardia National Park","Nepal","grassland","Kunwar et al. 2016",NA,28040,81015,81040,NA,NA,"Averaged Location"
